P_ID,JOURNAL/CONFERENCE,PUBLICATION YEAR,PUBLICATION AGE,CITATION COUNT,CITATION AGE
060C610E,C,1993,,0,0

58360F46,C,1999,4,1,1

0A2C12EF,C,1983,,0,0

7BFC6D8A,C,2011,2,1,1

17A256F2,C,1968,,0,0

58360F4F,C,1989,,0,0

7BFC6D85,C,1979,5,2,2

7BFC6D86,C,2012,3,7,4

0A2C12E7,C,1979,,0,0

5B726A6E,C,2014,,0,0

6EB123AE,J,2007,,0,0

818F00D0,C,2004,,0,0

818F00D6,C,2010,,0,0

34C9308A,C,1940,,0,0

381CC2B8,C,2013,,0,0

59E462B6,C,2003,12,4,3

59E462B4,C,2013,,0,0

5E5BC3CB,J,2003,4,1,1

0FC4AD05,C,1999,,0,0

858ED970,C,1996,,0,0

858ED971,C,2010,,0,0

0E7A04F9,C,1986,,0,0

07924437,C,2011,,0,0

79C28EF0,J,1971,22,3,3

3894A745,C,2014,,0,0

8337A5D8,C,2013,,0,0

2639B205,C,1989,,0,0

44012675,C,1966,,0,0

8337A5D3,C,1959,,0,0

8337A5D1,C,2010,,0,0

8337A5D0,C,2011,,0,0

7BAB7D72,C,2015,,0,0

7BAB7D73,J,2007,7,4,3

7BAB7D74,J,1993,19,1,1

05795CA9,C,1979,35,8,7

05795CA6,C,2000,,0,0

83BE09C0,C,2008,,0,0

0AA8249D,C,1982,,0,0

2CC4AD59,C,2002,,0,0

1020BAB6,C,2007,,0,0

