P_ID,JOURNAL/CONFERENCE,PUBLICATION YEAR,PUBLICATION AGE,CITATION COUNT,CITATION AGE
805B4211,J,2011,1,1,1

2E02EB0B,C,2001,,0,0

7062D45A,J,2012,2,5,3

16A71250,C,1994,,0,0

09DAB22F,J,1987,,0,0

7B84D143,J,1977,19,9,8

7B84D144,J,2010,,0,0

6C38C8C1,C,1978,,0,0

7C3B9D6C,J,1999,15,14,10

7C172FA8,J,2007,,0,0

12B6CBF1,C,2008,,0,0

7C3B9D6F,J,1982,28,3,3

7DCD1C05,C,1997,,0,0

7DE4CB33,J,2015,,0,0

7DCD1C00,J,1918,,0,0

06AEC6DB,C,1996,,0,0

751DD08E,J,2010,,0,0

3C1148F7,C,2012,,0,0

83DD5509,C,2010,,0,0

5FC9366B,C,2006,,0,0

138C1B7B,C,2012,,0,0

83DD5502,C,2015,,0,0

59C45BA1,C,2010,,0,0

5A444B28,C,2009,,0,0

5A444B29,C,2013,,0,0

071813D9,C,2014,0,1,1

5E9F20DB,C,1996,,0,0

5A815237,C,2009,,0,0

61D30281,C,1995,,0,0

39A35E68,C,2006,,0,0

0A9F1055,C,2002,11,10,7

09301256,C,2004,,0,0

26C5ABFB,C,2003,,0,0

5D739D26,C,2008,,0,0

5AB48072,C,1994,,0,0

0A9F1058,C,1998,,0,0

7717DA92,J,2008,5,26,6

7717DA93,J,1995,21,248,21

774C5AE0,J,2003,12,9,7

78360352,J,1989,19,2,2

772D27E0,J,2014,1,4,1

09EAD9C8,C,1979,,0,0

697468FB,C,2012,,0,0

772D27E7,J,1972,41,92,30

772D27E4,J,1887,,0,0

772D27E5,J,1994,20,1,1

860C174E,J,1927,87,3,3

7FA35E72,C,2008,,0,0

7BD27A34,J,1992,,0,0

7BD27A36,J,2011,,0,0

7BD27A37,J,1992,,0,0

7E715B12,C,2006,,0,0

7BD27A33,C,2012,,0,0

5D18F872,C,1981,,0,0

5F4D0199,C,1983,,0,0

2351AFDE,C,1991,,0,0

7BD27A38,J,2010,2,1,1

2345C3D8,C,1990,,0,0

79CC3AAB,J,2008,,0,0

7BD27A3D,J,1991,13,13,9

7BD27A3E,J,2012,,0,0

7BD27A3F,J,2012,,0,0

79CC3AA9,J,2001,,0,0

7BD27A3B,J,1982,,0,0

14B62790,C,2012,,0,0

79CC3AA6,C,2014,,0,0

79CC3AA0,J,2005,10,26,8

2351AFD0,C,1990,,0,0

76BD43B9,J,2002,13,16,12

772D27EB,C,1968,,0,0

764A992D,J,2010,,0,0

774C5AEE,J,1950,,0,0

772D27EE,J,1991,,0,0

7D654943,C,1995,,0,0

154123D5,C,1961,,0,0

84E8CDC9,C,2015,,0,0

78700849,J,2015,,0,0

861EBA21,C,2011,,0,0

0A9F105E,C,2009,,0,0

861EBA25,C,2013,,0,0

7A3CF2FE,J,2014,1,2,1

861EBA29,C,2005,6,1,1

5D739D2E,C,2007,,0,0

5AB4807B,J,1994,21,116,21

5AB4807D,C,2001,10,4,4

37FA0288,C,1996,,0,0

5A81523F,J,1987,,0,0

61D3028A,C,2008,,0,0

7A3CF2FB,J,1979,30,5,5

849292DB,C,2004,,0,0

83CDEB3C,J,2004,,0,0

31D33CA3,C,1987,,0,0

347AE2CA,C,2010,,0,0

83283DDA,C,2001,,0,0

35875468,C,1995,,0,0

8417B126,C,2007,,0,0

0998A773,C,1967,,0,0

7E119876,C,2009,,0,0

7982E321,J,2003,12,26,11

22DB071E,C,1995,4,1,1

444EF5E4,C,2010,,0,0

7982E327,J,2000,,0,0

24509DEA,C,1973,,0,0

24E6299F,C,2009,,0,0

799106F8,J,1992,23,66,21

799106F9,J,2010,,0,0

0CCEE5A0,C,1960,,0,0

245673E8,C,2007,8,18,7

5EA8FA80,C,2014,,0,0

799106F7,C,2010,5,4,2

799106F5,C,2014,,0,0

76B59E1F,J,2007,8,14,7

7F2DF9F6,J,2009,3,3,3

69BFE932,C,2015,,0,0

69BFE936,C,1984,,0,0

0E03F0D0,J,2014,,0,0

17F058F8,C,2005,,0,0

5CC8FFB2,C,2002,8,1,1

24509DE3,C,1996,,0,0

24509DE5,C,2008,,0,0

5A494DCC,C,2009,,0,0

24E62990,C,1978,37,81,27

245673EF,C,1974,,0,0

2F1632B3,C,2013,,0,0

12B6E8C1,C,1998,9,1,1

799106FD,J,1989,,0,0

2337FF5D,C,1994,,0,0

83283DD1,C,2014,,0,0

14CB3865,J,1991,,0,0

7153604E,C,2003,,0,0

7E2497A1,C,2013,,0,0

7E2497A3,J,2014,1,7,2

7982E32C,J,1976,38,25,17

7982E32D,J,2007,8,16,6

7982E32E,J,2012,1,1,1

163BB8AC,C,2007,,0,0

849292D5,C,1994,,0,0

073C1491,C,2004,,0,0

073C1490,C,1999,,0,0

84C5958D,J,2010,6,4,2

24600771,C,1979,,0,0

84C5958B,C,1988,,0,0

8063B1E6,J,2013,2,4,3

7CCEF9EC,C,1986,,0,0

7CCEF9EA,J,2004,,0,0

3CF42492,C,2008,7,2,2

8112AAA4,J,2003,,0,0

85BA8170,C,2011,,0,0

8112AAA6,C,2004,3,4,2

19BCE800,C,1978,6,1,1

84E662BA,C,2015,,0,0

1071E186,C,1993,,0,0

84E662BF,C,2015,,0,0

84E662BE,C,1951,,0,0

77147ACC,C,1930,35,1,1

05CBF6BF,C,1998,,0,0

74C31DA8,C,2012,,0,0

8606B0BB,C,2015,,0,0

76738928,J,2001,14,8,7

8606B0BF,C,2012,,0,0

69CA02CC,J,2000,14,12,6

16C05B03,C,1999,,0,0

753AE768,J,1979,,0,0

13496F0C,C,2008,,0,0

7A77D9BE,J,1998,,0,0

7B12F162,J,1987,23,5,4

7BB81F79,C,1985,29,71,28

074AEFF6,C,1993,,0,0

83A68D6B,J,1988,,0,0

7A77D9B2,C,1995,,0,0

83A68D6D,C,1999,2,1,1

0034EF41,J,2002,13,7,6

83A68D6F,C,2003,,0,0

7A77D9B6,C,2009,,0,0

79C8317D,J,1990,22,25,14

074AEFFF,C,1975,,0,0

8606B0B1,C,1990,,0,0

8606B0B3,C,1907,,0,0

80D01712,C,2013,,0,0

729E9BFF,C,1999,10,1,1

729E9BFD,C,2015,,0,0

0580CA37,C,1961,,0,0

0580CA31,C,2002,,0,0

257676F7,C,1993,,0,0

733DFA88,C,1880,,0,0

7790B664,C,2006,,0,0

77147AC0,J,1969,,0,0

77147AC2,J,2015,0,1,1

77147AC3,J,2005,,0,0

7276FD90,C,1992,,0,0

84E662B8,C,1835,,0,0

7276FD95,C,2014,,0,0

7B6772E4,J,2006,,0,0

753AE767,J,1993,22,49,20

7CCEF9E6,J,1999,15,21,13

7CCEF9E7,J,2007,,0,0

109EB2A1,C,1992,,0,0

0CB14C5E,C,2010,,0,0

7CCEF9E1,J,1984,,0,0

44552FF9,C,2014,,0,0

85BA817D,J,2003,,0,0

8112AAAB,C,2004,,0,0

85BA817C,C,2015,,0,0

85BA817A,C,2012,,0,0

7B812251,C,2013,,0,0

85EC6F3E,C,2013,,0,0

7B812252,J,2007,7,15,8

76FD7563,J,2004,7,7,5

7B812254,J,2007,,0,0

85EC6F3B,C,1955,59,11,10

7B812259,J,1977,,0,0

7941E452,J,2000,14,10,8

84384235,C,2011,,0,0

315DB7C3,C,1992,,0,0

84384230,C,2006,,0,0

840EB8B6,C,1970,,0,0

6ED5BEE7,J,2015,,0,0

59B5BC2E,C,2010,,0,0

7A30D7C7,J,1972,42,31,24

78B00311,J,1951,,0,0

0D567C62,J,2010,,0,0

18798C5F,C,2010,,0,0

7A30D7C8,J,2004,,0,0

21FD133E,C,2011,,0,0

3DF03D27,C,2009,,0,0

5670FBB9,C,2006,,0,0

5FB9CBBA,C,2008,,0,0

7AA735AF,J,2002,12,11,6

6BDC3AD8,J,2009,6,20,7

8445DADE,J,2005,,0,0

149725CF,C,2002,,0,0

64294A0E,J,1961,,0,0

7A2E87E1,C,2005,,0,0

7B797868,C,1988,21,1,1

04D36864,C,2001,,0,0

7B79786E,J,1987,13,3,3

34D39375,J,2014,,0,0

0437E419,C,1999,4,2,2

75DFA652,C,2011,,0,0

8445DAD1,C,2002,,0,0

74A885A6,C,2014,,0,0

8445DAD3,J,2001,13,13,9

832883EA,C,1992,,0,0

175A0523,C,2011,,0,0

7AE06CDE,J,2005,9,25,8

639B3E22,J,1989,,0,0

7A2BE270,J,1952,,0,0

7A30D7CB,J,2008,,0,0

42E29D05,C,2008,,0,0

19B3EEA5,C,2010,,0,0

7A2BE278,C,2014,,0,0

03A71DC8,C,1811,,0,0

21FD1333,C,2014,,0,0

09813D4E,C,2013,,0,0

7D7BF797,J,2006,8,7,6

7B81225A,J,1969,,0,0

7B81225C,C,1999,,0,0

85EC6F37,C,1989,,0,0

76FD756C,J,2009,5,5,3

85EC6F33,C,2011,,0,0

8438423F,J,2015,,0,0

85EC6F39,C,2003,,0,0

8551DE62,J,1998,,0,0

634D1251,J,2013,3,1,1

5C7CA5BB,C,2011,,0,0

5C4CFA69,C,2001,,0,0

842469B4,C,2010,,0,0

842469B3,C,1985,,0,0

853A8901,C,2004,,0,0

5C4CFA61,C,2011,,0,0

01047CBD,C,2004,3,1,1

01047CBF,C,1994,,0,0

065EC389,C,2006,,0,0

6336B16A,J,1995,,0,0

32EEB6E9,J,2013,,0,0

065EC380,C,1996,15,10,7

236A2DE7,C,2007,,0,0

22B36005,C,1973,,0,0

614B49FA,C,1999,14,2,2

22B36003,C,2006,,0,0

850257F4,C,2008,,0,0

850257F6,C,2013,,0,0

82D3A9C0,C,1997,,0,0

850257FA,C,2010,,0,0

22B3600B,C,2002,,0,0

82D3A9CF,C,1993,,0,0

7F129080,J,2012,,0,0

5A39BB4B,C,2013,,0,0

75E3ECA3,J,1994,,0,0

74BD31C4,C,2007,8,25,9

74BD31C3,C,2001,,0,0

071EEF02,J,2004,2,1,1

35A7C72A,C,2009,,0,0

0CAF7DDF,J,1962,,0,0

5BF857FF,J,2015,,0,0

7CAC8645,C,2005,7,1,1

77075385,J,2010,6,63,6

5A5685EF,C,1995,10,3,3

5D8930BA,C,2014,,0,0

01047CB3,C,2005,,0,0

13FC0625,C,2011,,0,0

634D125F,C,2004,,0,0

842469BF,J,1951,,0,0

842469BD,J,2015,,0,0

853A890B,C,2015,,0,0

7A16BE7D,J,2013,2,8,3

77075383,J,2003,11,8,5

7A16BE7A,J,1958,,0,0

78323C80,J,2006,5,4,1

6BC9E3EA,C,2015,,0,0

22ED188A,C,1965,,0,0

78323C86,J,2008,6,4,2

8030CAAA,C,2006,8,6,4

7A90E3A9,J,2014,2,22,3

38CE4DF4,C,2008,,0,0

7F03FB22,C,2016,,0,0

7A90E3A3,J,1972,31,15,10

7A90E3A6,J,2003,12,15,10

83E74027,C,2002,,0,0

02ABF7D3,C,2009,,0,0

02ABF7D1,C,1993,,0,0

7B3BAD10,J,2005,10,55,10

7B3BAD13,J,1999,7,2,2

7A988F92,J,1995,14,9,7

5F51234D,J,2009,3,1,1

0B33319D,C,1980,,0,0

23031ADC,C,2006,9,15,5

006C172C,C,1990,,0,0

76BD43BA,J,1988,11,6,4

5BCD102A,C,2006,5,2,2

23031AD6,C,1990,,0,0

189D8A84,C,2008,,0,0

069039B9,C,2012,,0,0

7F7600FE,J,2003,12,57,12

45F654CF,C,2015,,0,0

5F512348,C,2012,,0,0

0B333198,C,2008,,0,0

7B3BAD1D,J,2004,,0,0

7BC637AF,J,2000,15,55,14

7B3BAD1F,J,1989,,0,0

25A9A931,C,1988,,0,0

6416B4AB,C,2010,,0,0

7B45F740,J,2014,1,2,2

260351B7,C,2007,2,1,1

7CF6DF04,J,1994,20,1,1

25A9A938,C,1990,,0,0

7998DD66,J,1975,25,17,6

7B45F749,J,1976,,0,0

7B45F748,J,2015,,0,0

38CE4DFC,C,2008,,0,0

7DE7D41A,J,1997,16,15,10

7DE7D41E,C,2013,,0,0

7A90E3AB,J,1993,21,12,8

1446806D,C,2014,,0,0

7A90E3AF,J,1979,,0,0

74DFF730,C,1964,42,1,1

8476F607,C,1950,12,1,1

7A16BE76,J,1984,,0,0

8476F604,C,2005,,0,0

5E21C14B,C,1962,,0,0

5D1B2795,C,2007,,0,0

05B96F07,C,2005,,0,0

78323C8F,J,1982,,0,0

22ED1883,C,2012,,0,0

7593DB77,J,1919,,0,0

7593DB74,J,2013,,0,0

7593DB73,J,1896,,0,0

7CEF1015,J,2008,,0,0

7A47FE3C,J,2000,13,2,2

7593DB70,J,2013,,0,0

0B056DA3,C,1999,,0,0

68CCE844,J,2015,,0,0

0B056DA6,C,2001,11,6,5

7593DB79,J,2010,0,1,1

7593DB78,J,2010,,0,0

5DAA87F1,C,2013,,0,0

6FD75F6E,J,2010,3,4,3

777C1B4D,J,2005,10,26,9

777C1B4F,J,1996,,0,0

82FE3B8B,C,1989,,0,0

777C1B4C,J,1999,6,1,1

7A97CC1B,J,1979,,0,0

78AFAF8D,J,2005,,0,0

58A03DFF,C,1985,27,4,4

8275100C,C,2005,,0,0

8275100B,C,2014,,0,0

00A95FFE,C,1993,,0,0

0B354BEB,C,2015,,0,0

0B632C62,C,2013,,0,0

06BA78D0,C,2003,,0,0

5D913C46,C,2004,,0,0

822AA85B,C,2012,2,3,2

822AA85E,C,2011,,0,0

822AA85D,C,2013,,0,0

798615EF,J,1850,,0,0

822AA85F,C,1999,,0,0

75ED75EC,J,2002,,0,0

831BAA75,C,2005,,0,0

75ED75EE,J,2009,6,33,7

75ED75EF,J,2011,5,81,6

396E66D6,C,2007,,0,0

7BE2570F,J,1985,12,1,1

822AA853,C,2007,,0,0

7BE2570E,J,1974,9,1,1

5D913C4A,C,2007,,0,0

822AA856,C,2009,,0,0

09C981BE,J,2007,6,5,5

6F0CCEDB,C,2015,,0,0

75ED75E2,J,1990,2,1,1

831BAA7B,C,2004,,0,0

831BAA7D,C,2005,,0,0

001BA540,C,1968,,0,0

3AABCE78,C,2015,,0,0

82751000,C,2007,,0,0

00A95FF3,C,2007,,0,0

5D7D82E8,C,2005,,0,0

58A03DF3,C,1996,,0,0

82751004,C,2010,,0,0

82751009,C,2012,,0,0

65F0D4F5,J,1979,,0,0

831D4A8D,C,2009,,0,0

5DAA87FF,C,1998,,0,0

777C1B48,J,2012,,0,0

5DAA87FB,C,2013,,0,0

777C1B43,J,1975,,0,0

7593DB7F,J,2002,12,13,7

7593DB7E,C,2011,3,10,3

7593DB7D,J,1997,18,24,14

7593DB7C,J,2014,1,4,2

7593DB7B,J,2005,9,42,9

04138023,C,2010,,0,0

7C20D822,J,2010,5,13,5

78F5E329,J,1993,12,4,3

7C20D820,J,1995,,0,0

7C20D821,J,2004,2,1,1

4BD930A5,C,2013,,0,0

00220480,C,2001,,0,0

7B172DA2,J,1998,17,33,14

7B172DA3,J,1992,23,2,2

7B172DA0,J,1924,80,28,22

7C20D829,C,1999,13,2,2

7B172DA6,J,2009,6,8,5

78F5E325,J,2012,,0,0

78F5E327,J,2012,3,11,3

228F31D8,C,1931,,0,0

7468E600,J,1995,,0,0

09520B50,C,1995,,0,0

09520B52,C,2014,,0,0

78F08073,J,2012,,0,0

76AE319C,J,2013,1,3,1

78F08071,J,1974,,0,0

7F27F699,J,2008,7,4,4

7C08AA86,C,1986,1,1,1

073C0686,C,1989,,0,0

7B868CFB,J,1974,18,2,2

3A027C18,C,1994,,0,0

798615EB,J,1948,45,3,3

7F27F692,J,2001,12,1,1

5D340561,J,2006,9,4,4

067A6064,C,1996,,0,0

067A6065,C,1988,,0,0

